order_id,order_date,customer_id,store_id,product_id,quantity,unit_price,discount,cost
ID-2023-01276,2023-01-27,CUST-116,ST-001,PRD-019,-1.0,110000.0,0.0,72000.0
ID-2023-01276,2023-01-27,CUST-116,ST-001,PRD-024,2.0,177000.0,0.0,115000.0
ID-2023-01367,2023-01-27,CUST-072,ST-002,PRD-011,1.0,1159000.0,0.05,882000.0
ID-2023-00353,2023-01-28,CUST-102,ST-001,PRD-026,1.0,376000.0,0.0,264000.0
ID-2023-00353,2023-01-28,CUST-102,ST-001,PRD-008,1.0,3535000.0,0.0,2795000.0
ID-2023-00983,2023-01-28,CUST-108,ST-002,PRD-001,1.0,3724000.0,0.1,2748000.0
ID-2023-01796,2023-01-28,CUST-116,ST-003,PRD-023,1.0,2663000.0,0.1,2022000.0
ID-2023-00582,2023-01-31,CUST-034,ST-002,PRD-026,1.0,540000.0,0.0,386000.0
ID-2023-00582,2023-01-31,CUST-034,ST-002,PRD-023,2.0,2757000.0,0.0,2031000.0
ID-2023-00582,2023-01-31,CUST-034,ST-002,PRD-012,-1.0,2479000.0,0.0,1855000.0
ID-2023-00894,2023-01-31,CUST-114,ST-004,PRD-021,1.0,206000.0,0.0,137000.0
ID-2023-00894,2023-01-31,CUST-114,ST-004,PRD-001,1.0,3048000.0,0.0,2196000.0
ID-2023-00894,2023-01-31,CUST-114,ST-004,PRD-024,3.0,149000.0,0.0,98000.0
ID-2023-00996,2023-01-31,CUST-036,ST-004,PRD-018,2.0,325000.0,0.0,228000.0
ID-2023-00165,2023-02-01,CUST-043,ST-003,PRD-021,3.0,238000.0,0.0,160000.0
ID-2023-01031,2023-02-01,CUST-052,ST-001,PRD-008,1.0,4510000.0,0.0,3441000.0
ID-2023-01181,2023-02-04,CUST-020,ST-001,PRD-007,2.0,5427000.0,0.0,4031000.0
ID-2023-01658,2023-02-04,CUST-083,ST-005,PRD-013,2.0,356000.0,0.0,255000.0
ID-2023-01658,2023-02-04,CUST-083,ST-005,PRD-011,,1098000.0,0.05,867000.0
ID-2023-01282,2023-02-06,CUST-046,ST-002,PRD-016,3.0,487000.0,0.15,349000.0
ID-2023-01282,2023-02-06,CUST-046,ST-002,PRD-001,1.0,4090000.0,0.0,3028000.0
ID-2023-00391,2023-02-07,CUST-117,ST-001,PRD-015,1.0,414000.0,0.0,298000.0
ID-2023-00862,2023-02-07,CUST-105,ST-005,PRD-019,5.0,67000.0,0.0,44000.0
ID-2023-00862,2023-02-07,CUST-105,ST-005,PRD-014,1.0,1178000.0,0.0,873000.0
ID-2023-00097,2023-02-09,CUST-024,ST-001,PRD-001,1.0,0.0,0.0,0.0
ID-2023-00097,2023-02-09,CUST-024,ST-001,PRD-001,1.0,0.0,0.0,0.0
ID-2023-00362,2023-02-10,CUST-137,ST-003,PRD-027,1.0,356000.0,0.0,234000.0
ID-2023-01003,2023-02-10,CUST-129,ST-001,PRD-012,1.0,2363000.0,0.05,1762000.0
ID-2023-00343,2023-02-11,CUST-124,ST-002,PRD-019,1.0,112000.0,0.0,73000.0
ID-2023-00343,2023-02-11,CUST-124,ST-002,PRD-021,3.0,283000.0,0.1,190000.0
ID-2023-01407,2023-02-11,CUST-141,ST-002,PRD-008,2.0,3437000.0,0.0,2654000.0
ID-2023-01407,2023-02-11,CUST-141,ST-002,PRD-022,1.0,,0.0,129000.0
ID-2023-01407,2023-02-11,CUST-141,ST-002,PRD-006,2.0,1001000.0,0.0,729000.0
ID-2023-00900,2023-02-12,CUST-071,ST-003,PRD-022,2.0,210000.0,0.0,150000.0
ID-2023-00295,2023-02-13,CUST-108,ST-001,PRD-001,1.0,2086000.0,0.0,1571000.0
ID-2023-00809,2023-02-13,CUST-013,ST-002,PRD-025,1.0,368000.0,0.0,254000.0
ID-2023-01013,2023-02-16,CUST-042,ST-004,PRD-010,1.0,975000.0,0.0,724000.0
ID-2023-01745,2023-02-16,CUST-140,ST-001,PRD-007,1.0,5919000.0,0.0,4516000.0
ID-2023-01745,2023-02-16,CUST-140,ST-001,PRD-007,1.0,5919000.0,0.0,4516000.0
ID-2023-00154,2023-02-17,CUST-031,ST-001,PRD-006,5.0,1304000.0,0.05,963000.0
ID-2023-01051,2023-02-17,CUST-139,ST-001,PRD-025,1.0,533000.0,0.1,377000.0
ID-2023-01419,2023-02-18,CUST-082,ST-001,PRD-007,,5905000.0,0.0,4590000.0
ID-2023-01747,2023-02-19,CUST-063,ST-001,PRD-020,,63000.0,0.0,37000.0
ID-2023-00228,2023-02-20,CUST-102,ST-001,PRD-013,1.0,481000.0,0.0,347000.0
ID-2023-00626,2023-02-21,CUST-006,ST-001,PRD-016,1.0,434000.0,0.0,321000.0
ID-2023-00632,2023-02-21,CUST-007,ST-002,PRD-008,2.0,3514000.0,0.0,2723000.0
ID-2023-00632,2023-02-21,CUST-007,ST-002,PRD-001,1.0,2221000.0,0.0,1651000.0
ID-2023-00632,2023-02-21,CUST-007,ST-002,PRD-024,3.0,171000.0,0.0,109000.0
ID-2023-00632,2023-02-21,CUST-007,ST-002,PRD-009,1.0,1849000.0,0.0,1398000.0
ID-2023-00762,2023-02-21,CUST-046,ST-002,PRD-015,3.0,427000.0,0.0,312000.0
ID-2023-00762,2023-02-21,CUST-046,ST-002,PRD-018,1.0,339000.0,0.15,237000.0
ID-2023-00762,2023-02-21,CUST-046,ST-002,PRD-026,2.0,436000.0,0.05,317000.0
ID-2023-00946,2023-02-21,CUST-115,ST-001,PRD-021,1.0,290000.0,0.0,202000.0
ID-2023-00946,2023-02-21,CUST-115,ST-001,PRD-026,1.0,425000.0,0.0,302000.0
ID-2023-00946,2023-02-21,CUST-115,ST-001,PRD-015,1.0,276000.0,0.0,199000.0
ID-2023-00946,2023-02-21,CUST-115,ST-001,PRD-015,1.0,276000.0,0.0,199000.0
ID-2023-01235,2023-02-21,CUST-057,ST-001,PRD-014,1.0,1469000.0,0.0,1084000.0
ID-2023-01235,2023-02-21,CUST-057,ST-001,PRD-027,2.0,221000.0,0.15,148000.0
ID-2023-01720,2023-02-21,CUST-122,ST-002,PRD-018,1.0,519000.0,0.0,363000.0
ID-2023-00235,2023-02-22,CUST-074,ST-001,PRD-001,1.0,3506000.0,0.0,2650000.0
ID-2023-00235,2023-02-22,CUST-074,ST-001,PRD-022,5.0,202000.0,0.0,142000.0
ID-2023-00235,2023-02-22,CUST-074,ST-001,PRD-012,2.0,2468000.0,0.0,1881000.0
ID-2023-00381,2023-02-22,CUST-102,ST-001,PRD-010,2.0,1282000.0,0.0,962000.0
ID-2023-00929,2023-02-22,CUST-048,ST-001,PRD-027,1.0,204000.0,0.0,138000.0
ID-2023-00929,2023-02-22,CUST-048,ST-001,PRD-010,2.0,1289000.0,0.0,971000.0
ID-2023-00537,2023-02-23,CUST-021,ST-002,PRD-019,2.0,73000.0,0.0,46000.0
ID-2023-01589,2023-02-23,CUST-136,ST-001,PRD-007,1.0,4351000.0,0.0,3372000.0
ID-2023-00531,2023-02-26,CUST-067,ST-001,PRD-007,1.0,3891000.0,0.0,2911000.0
ID-2023-00531,2023-02-26,CUST-067,ST-001,PRD-016,1.0,226000.0,0.1,164000.0
ID-2023-00531,2023-02-26,CUST-067,ST-001,PRD-014,1.0,1432000.0,0.0,1058000.0
ID-2023-01069,2023-02-26,CUST-086,ST-004,PRD-016,1.0,229000.0,0.05,170000.0
ID-2023-01399,2023-02-26,CUST-063,ST-002,PRD-027,1.0,208000.0,0.0,142000.0
ID-2023-01399,2023-02-26,CUST-063,ST-002,PRD-021,2.0,260000.0,0.0,177000.0
ID-2023-00153,2023-02-27,CUST-134,ST-001,PRD-023,2.0,3074000.0,0.1,2275000.0
ID-2023-00153,2023-02-27,CUST-134,ST-001,PRD-026,1.0,381000.0,0.0,279000.0
ID-2023-00153,2023-02-27,CUST-134,ST-001,PRD-007,1.0,5264000.0,0.0,4016000.0
ID-2023-01096,2023-02-28,CUST-039,ST-003,PRD-001,1.0,4042000.0,0.1,2990000.0
ID-2023-01096,2023-02-28,CUST-039,ST-003,PRD-009,1.0,2033000.0,0.15,1531000.0
ID-2023-01096,2023-02-28,CUST-039,ST-003,PRD-013,1.0,461000.0,0.0,332000.0
ID-2023-01187,2023-02-28,CUST-133,ST-001,PRD-015,2.0,366000.0,0.0,269000.0
ID-2023-00502,2023-03-01,CUST-077,ST-002,PRD-020,2.0,70000.0,0.0,42000.0
ID-2023-00502,2023-03-01,CUST-077,ST-002,PRD-004,3.0,1938000.0,0.05,1407000.0
ID-2023-00502,2023-03-01,CUST-077,ST-002,PRD-011,1.0,516000.0,0.0,397000.0
ID-2023-00723,2023-03-01,CUST-071,ST-001,PRD-015,-1.0,282000.0,0.0,212000.0
ID-2023-00240,2023-03-02,CUST-016,ST-002,PRD-017,1.0,1218000.0,0.0,896000.0
ID-2023-00573,2023-03-04,CUST-093,ST-002,PRD-001,1.0,4106000.0,0.0,3102000.0
ID-2023-00573,2023-03-04,CUST-093,ST-002,PRD-023,2.0,3530000.0,0.0,2691000.0
ID-2023-00742,2023-03-04,CUST-148,ST-002,PRD-002,2.0,5642000.0,0.0,3779000.0
ID-2023-00820,2023-03-05,CUST-011,ST-001,PRD-001,5.0,3078000.0,0.0,2264000.0
ID-2023-01612,2023-03-06,CUST-073,ST-002,PRD-018,1.0,486000.0,0.0,343000.0
ID-2023-00972,2023-03-07,CUST-134,ST-003,PRD-007,1.0,5568000.0,0.0,4297000.0
ID-2023-01444,2023-03-08,CUST-132,ST-005,PRD-011,3.0,808000.0,0.05,612000.0
ID-2023-01622,2023-03-08,CUST-022,ST-001,PRD-007,1.0,6341000.0,0.0,4871000.0
ID-2023-01797,2023-03-08,CUST-105,ST-001,PRD-024,1.0,105000.0,0.0,68000.0
ID-2023-01797,2023-03-08,CUST-105,ST-001,PRD-025,5.0,306000.0,0.0,220000.0
ID-2023-00359,2023-03-10,CUST-107,ST-001,PRD-020,1.0,83000.0,0.05,49000.0
ID-2023-01196,2023-03-10,CUST-002,ST-004,PRD-016,2.0,354000.0,0.0,262000.0
ID-2023-01196,2023-03-10,CUST-002,ST-004,PRD-011,1.0,1087000.0,0.0,828000.0
ID-2023-01196,2023-03-10,CUST-002,ST-004,PRD-007,1.0,4500000.0,0.0,3506000.0
ID-2023-00837,2023-03-11,CUST-032,ST-001,PRD-003,1.0,2107000.0,0.0,1417000.0
ID-2023-01203,2023-03-11,CUST-146,ST-002,PRD-007,3.0,5739000.0,0.0,4398000.0
ID-2023-01203,2023-03-11,CUST-146,ST-002,PRD-014,2.0,1301000.0,0.0,942000.0
ID-2023-01373,2023-03-12,CUST-034,ST-001,PRD-011,3.0,978000.0,0.05,739000.0
ID-2023-01376,2023-03-12,CUST-047,ST-005,PRD-009,3.0,2202000.0,0.05,1671000.0
ID-2023-01417,2023-03-15,CUST-069,ST-004,PRD-014,1.0,1352000.0,0.0,1011000.0
ID-2023-00326,2023-03-16,CUST-115,ST-001,PRD-026,1.0,383000.0,0.0,276000.0
ID-2023-00326,2023-03-16,CUST-115,ST-001,PRD-015,2.0,366000.0,0.0,275000.0
ID-2023-00828,2023-03-17,CUST-107,ST-005,PRD-011,1.0,543000.0,0.0,426000.0
ID-2023-01145,2023-03-18,CUST-012,ST-003,PRD-010,2.0,1179000.0,0.0,909000.0
ID-2023-00325,2023-03-19,CUST-102,ST-002,PRD-003,2.0,3446000.0,0.0,2391000.0
ID-2023-00347,2023-03-19,CUST-018,ST-001,PRD-003,1.0,2098000.0,0.0,1443000.0
ID-2023-00347,2023-03-19,CUST-018,ST-001,PRD-010,2.0,1059000.0,0.05,823000.0
ID-2023-00706,2023-03-19,CUST-006,ST-003,PRD-025,1.0,401000.0,0.0,277000.0
ID-2023-00706,2023-03-19,CUST-006,ST-003,PRD-025,1.0,401000.0,0.0,277000.0
ID-2023-01084,2023-03-19,CUST-062,ST-002,PRD-007,1.0,4743000.0,0.0,3656000.0
ID-2023-01565,2023-03-19,CUST-064,ST-002,PRD-027,5.0,162000.0,0.05,108000.0
ID-2023-00016,2023-03-22,CUST-132,ST-005,PRD-024,1.0,99000.0,0.0,66000.0
ID-2023-00841,2023-03-22,CUST-029,ST-002,PRD-016,1.0,481000.0,0.0,361000.0
ID-2023-01319,2023-03-22,CUST-086,ST-002,PRD-010,2.0,1274000.0,0.0,991000.0
ID-2023-00921,2023-03-23,CUST-065,ST-001,PRD-021,1.0,314000.0,0.05,216000.0
ID-2023-00419,2023-03-26,CUST-115,ST-004,PRD-015,2.0,264000.0,0.05,201000.0
ID-2023-00419,2023-03-26,CUST-115,ST-004,PRD-011,1.0,663000.0,0.0,507000.0
ID-2023-00455,2023-03-26,CUST-138,ST-005,PRD-025,1.0,0.0,0.0,0.0
ID-2023-00455,2023-03-26,CUST-138,ST-005,PRD-022,2.0,214000.0,0.0,148000.0
ID-2023-00455,2023-03-26,CUST-138,ST-005,PRD-020,1.0,69000.0,0.0,41000.0
ID-2023-00027,2023-03-28,CUST-032,ST-005,PRD-009,2.0,1684000.0,0.0,1238000.0
ID-2023-00027,2023-03-28,CUST-032,ST-005,PRD-018,3.0,469000.0,0.05,331000.0
ID-2023-00062,2023-03-29,CUST-022,ST-001,PRD-014,2.0,1230000.0,0.0,889000.0
ID-2023-00922,2023-03-29,CUST-055,ST-001,PRD-021,1.0,222000.0,0.0,154000.0
ID-2023-01530,2023-03-29,CUST-017,ST-001,PRD-015,1.0,428000.0,0.0,310000.0
ID-2023-01088,2023-03-31,CUST-049,ST-002,PRD-007,1.0,4816000.0,0.0,3678000.0
ID-2023-00748,2023-04-03,CUST-102,ST-003,PRD-014,1.0,1443000.0,0.0,1062000.0
ID-2023-00559,2023-04-04,CUST-085,ST-002,PRD-027,1.0,0.0,0.0,0.0
ID-2023-01175,2023-04-04,CUST-034,ST-001,PRD-025,2.0,360000.0,0.0,257000.0
ID-2023-01299,2023-04-04,CUST-132,ST-002,PRD-002,1.0,6301000.0,0.0,4284000.0
ID-2023-01299,2023-04-04,CUST-132,ST-002,PRD-013,1.0,336000.0,0.0,251000.0
ID-2023-01299,2023-04-04,CUST-132,ST-002,PRD-007,2.0,6120000.0,0.15,4725000.0
ID-2023-01497,2023-04-04,CUST-003,ST-004,PRD-003,1.0,2116000.0,0.05,1472000.0
ID-2023-01715,2023-04-04,CUST-068,ST-005,PRD-019,1.0,118000.0,0.0,79000.0
ID-2023-00908,2023-04-05,CUST-096,ST-001,PRD-023,2.0,3836000.0,0.0,2950000.0
ID-2023-00010,2023-04-06,CUST-037,ST-001,PRD-011,2.0,1054000.0,0.0,799000.0
ID-2023-00621,2023-04-07,CUST-077,ST-005,PRD-022,1.0,177000.0,0.0,127000.0
ID-2023-01655,2023-04-07,CUST-117,ST-002,PRD-011,1.0,1035000.0,0.0,810000.0
ID-2023-01655,2023-04-07,CUST-117,ST-002,PRD-026,2.0,570000.0,0.0,409000.0
ID-2023-01770,2023-04-07,CUST-147,ST-001,PRD-009,2.0,1729000.0,0.0,1290000.0
ID-2023-01162,2023-04-08,CUST-012,ST-002,PRD-015,2.0,258000.0,0.0,195000.0
ID-2023-01162,2023-04-08,CUST-012,ST-002,PRD-001,2.0,,0.1,2405000.0
ID-2023-00220,2023-04-09,CUST-071,ST-004,PRD-026,1.0,394000.0,0.1,283000.0
ID-2023-00220,2023-04-09,CUST-071,ST-004,PRD-004,1.0,2828000.0,0.0,2048000.0
ID-2023-00220,2023-04-09,CUST-071,ST-004,PRD-004,1.0,2828000.0,0.0,2048000.0
ID-2023-01035,2023-04-09,CUST-066,ST-004,PRD-002,1.0,5588000.0,0.0,3869000.0
ID-2023-01035,2023-04-09,CUST-066,ST-004,PRD-007,1.0,5939000.0,0.0,4509000.0
ID-2023-01035,2023-04-09,CUST-066,ST-004,PRD-027,2.0,359000.0,0.1,242000.0
ID-2023-01172,2023-04-09,CUST-147,ST-004,PRD-025,1.0,317000.0,0.0,223000.0
ID-2023-01433,2023-04-11,CUST-121,ST-003,PRD-009,1.0,2636000.0,0.0,2022000.0
ID-2023-01433,2023-04-11,CUST-121,ST-003,PRD-009,1.0,2636000.0,0.0,2022000.0
ID-2023-00563,2023-04-13,CUST-116,ST-004,PRD-019,2.0,67000.0,0.0,43000.0
ID-2023-01043,2023-04-13,CUST-117,ST-001,PRD-010,2.0,1207000.0,0.0,895000.0
ID-2023-01507,2023-04-16,CUST-038,ST-001,PRD-009,2.0,1908000.0,0.0,1446000.0
ID-2023-01507,2023-04-16,CUST-038,ST-001,PRD-004,1.0,2648000.0,0.05,1860000.0
ID-2023-00452,2023-04-17,CUST-103,ST-001,PRD-019,1.0,104000.0,0.0,66000.0
ID-2023-00804,2023-04-17,CUST-082,ST-004,PRD-013,3.0,415000.0,0.0,301000.0
ID-2023-00804,2023-04-17,CUST-082,ST-004,PRD-008,1.0,3502000.0,0.0,2792000.0
ID-2023-00804,2023-04-17,CUST-082,ST-004,PRD-012,1.0,0.0,0.0,0.0
ID-2023-00129,2023-04-18,CUST-090,ST-001,PRD-019,1.0,66000.0,0.0,42000.0
ID-2023-00129,2023-04-18,CUST-090,ST-001,PRD-004,1.0,2019000.0,0.0,1483000.0
ID-2023-00494,2023-04-19,CUST-040,ST-002,PRD-014,3.0,938000.0,0.0,668000.0
ID-2023-00231,2023-04-20,CUST-073,ST-003,PRD-014,1.0,863000.0,0.05,614000.0
ID-2023-01007,2023-04-20,CUST-008,ST-001,PRD-021,1.0,253000.0,0.0,176000.0
ID-2023-00150,2023-04-21,CUST-068,ST-001,PRD-014,2.0,1027000.0,0.1,742000.0
ID-2023-00835,2023-04-21,CUST-100,ST-004,PRD-026,-1.0,338000.0,0.0,248000.0
ID-2023-00549,2023-04-22,CUST-048,ST-001,PRD-010,1.0,1308000.0,0.0,1019000.0
ID-2023-00149,2023-04-23,CUST-001,ST-002,PRD-013,,501000.0,0.0,363000.0
ID-2023-00396,2023-04-23,CUST-045,ST-001,PRD-020,1.0,60000.0,0.0,36000.0
ID-2023-01045,2023-04-23,CUST-001,ST-001,PRD-010,1.0,886000.0,0.0,685000.0
ID-2023-01218,2023-04-23,CUST-026,ST-002,PRD-012,1.0,3851000.0,0.0,2959000.0
ID-2023-01218,2023-04-23,CUST-026,ST-002,PRD-008,1.0,4140000.0,0.0,3239000.0
ID-2023-01218,2023-04-23,CUST-026,ST-002,PRD-002,3.0,6108000.0,0.05,4246000.0
ID-2023-01218,2023-04-23,CUST-026,ST-002,PRD-016,1.0,329000.0,0.0,242000.0
ID-2023-01452,2023-04-23,CUST-020,ST-001,PRD-016,1.0,429000.0,0.0,314000.0
ID-2023-01735,2023-04-23,CUST-104,ST-004,PRD-025,2.0,387000.0,0.0,278000.0
ID-2023-01735,2023-04-23,CUST-104,ST-004,PRD-014,1.0,913000.0,0.0,679000.0
ID-2023-01735,2023-04-23,CUST-104,ST-004,PRD-019,2.0,51000.0,0.0,34000.0
ID-2023-00206,2023-04-25,CUST-031,ST-005,PRD-018,1.0,279000.0,0.0,194000.0
ID-2023-01271,2023-04-25,CUST-058,ST-002,PRD-001,1.0,2755000.0,0.1,2025000.0
ID-2023-01249,2023-04-26,CUST-123,ST-002,PRD-023,1.0,2617000.0,0.0,1997000.0
ID-2023-01461,2023-04-26,CUST-085,ST-004,PRD-019,2.0,102000.0,0.0,68000.0
ID-2023-01461,2023-04-26,CUST-085,ST-004,PRD-019,2.0,102000.0,0.0,68000.0
ID-2023-00007,2023-04-27,CUST-127,ST-001,PRD-004,2.0,2644000.0,0.0,1906000.0
ID-2023-00007,2023-04-27,CUST-127,ST-001,PRD-009,1.0,1760000.0,0.0,1325000.0
ID-2023-00202,2023-04-27,CUST-144,ST-002,PRD-012,1.0,3870000.0,0.05,2881000.0
ID-2023-00202,2023-04-27,CUST-144,ST-002,PRD-003,1.0,3395000.0,0.0,2314000.0
ID-2023-00400,2023-04-28,CUST-074,ST-002,PRD-012,2.0,2711000.0,0.05,2025000.0
ID-2023-01736,2023-04-28,CUST-009,ST-004,PRD-023,3.0,3475000.0,0.05,2630000.0
ID-2023-00865,2023-04-29,CUST-056,ST-001,PRD-004,1.0,2647000.0,0.0,1954000.0
ID-2023-00865,2023-04-29,CUST-056,ST-001,PRD-012,1.0,2084000.0,0.0,1542000.0
ID-2023-00865,2023-04-29,CUST-056,ST-001,PRD-027,1.0,253000.0,0.0,167000.0
ID-2023-00510,2023-04-30,CUST-025,ST-002,PRD-018,1.0,500000.0,0.0,344000.0
ID-2023-01479,2023-05-01,CUST-135,ST-001,PRD-016,,499000.0,0.0,357000.0
ID-2023-00081,2023-05-02,CUST-124,ST-001,PRD-011,1.0,855000.0,0.0,652000.0
ID-2023-00280,2023-05-02,CUST-031,ST-001,PRD-004,2.0,2977000.0,0.05,2093000.0
ID-2023-00280,2023-05-02,CUST-031,ST-001,PRD-020,1.0,50000.0,0.15,30000.0
ID-2023-00280,2023-05-02,CUST-031,ST-001,PRD-009,3.0,2706000.0,0.0,2066000.0
ID-2023-01692,2023-05-03,CUST-082,ST-002,PRD-015,1.0,358000.0,0.0,268000.0
ID-2023-01695,2023-05-04,CUST-017,ST-001,PRD-022,,206000.0,0.0,145000.0
ID-2023-01695,2023-05-04,CUST-017,ST-001,PRD-007,1.0,0.0,0.0,0.0
ID-2023-01695,2023-05-04,CUST-017,ST-001,PRD-015,1.0,305000.0,0.0,220000.0
ID-2023-00773,2023-05-05,CUST-120,ST-002,PRD-007,5.0,5983000.0,0.0,4428000.0
ID-2023-00609,2023-05-06,CUST-088,ST-001,PRD-026,1.0,355000.0,0.0,263000.0
ID-2023-00609,2023-05-06,CUST-088,ST-001,PRD-025,1.0,266000.0,0.0,187000.0
